mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_init,param_learning_rate,param_loss,param_max_depth,param_max_features,param_random_state,param_verbose,param_warm_start,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,split5_test_RMSE,split6_test_RMSE,split7_test_RMSE,split8_test_RMSE,split9_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_test_MAE,split1_test_MAE,split2_test_MAE,split3_test_MAE,split4_test_MAE,split5_test_MAE,split6_test_MAE,split7_test_MAE,split8_test_MAE,split9_test_MAE,mean_test_MAE,std_test_MAE,rank_test_MAE
0.41934981346130373,0.016739453342550052,0.0010206460952758788,0.0001589773744612313,friedman_mse,zero,0.05,log_loss,3,sqrt,0,1,True,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'sqrt', 'random_state': 0, 'verbose': 1, 'warm_start': True}",-37.943396226415096,-32.0188679245283,-29.452830188679247,-29.641509433962263,-44.56603773584906,-32.79245283018868,-26.0,-20.79245283018868,-37.23076923076923,-31.28846153846154,-32.172677793904214,6.285589259995206,1075,-4.2075471698113205,-4.056603773584905,-4.056603773584905,-3.5283018867924527,-4.528301886792453,-3.7735849056603774,-3.509433962264151,-3.169811320754717,-4.423076923076923,-4.134615384615385,-3.9387880986937587,0.41132277922923866,1165
0.41630728244781495,0.010260376807774219,0.0010082483291625976,8.243709470303106e-05,friedman_mse,zero,0.05,log_loss,3,sqrt,0,1,False,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'sqrt', 'random_state': 0, 'verbose': 1, 'warm_start': False}",-37.943396226415096,-32.0188679245283,-29.452830188679247,-29.641509433962263,-44.56603773584906,-32.79245283018868,-26.0,-20.79245283018868,-37.23076923076923,-31.28846153846154,-32.172677793904214,6.285589259995206,1075,-4.2075471698113205,-4.056603773584905,-4.056603773584905,-3.5283018867924527,-4.528301886792453,-3.7735849056603774,-3.509433962264151,-3.169811320754717,-4.423076923076923,-4.134615384615385,-3.9387880986937587,0.41132277922923866,1165
0.397961163520813,0.007434540185210688,0.0009971380233764649,5.433423415955489e-05,friedman_mse,zero,0.05,log_loss,3,log2,0,1,True,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'log2', 'random_state': 0, 'verbose': 1, 'warm_start': True}",-37.943396226415096,-23.50943396226415,-28.37735849056604,-29.92452830188679,-36.75471698113208,-30.62264150943396,-30.07547169811321,-24.50943396226415,-33.05769230769231,-41.73076923076923,-31.650544267053704,5.51132482349619,989,-3.981132075471698,-3.2452830188679247,-3.9622641509433962,-3.660377358490566,-3.9245283018867925,-3.5283018867924527,-3.8867924528301887,-3.452830188679245,-4.096153846153846,-4.653846153846154,-3.839150943396226,0.3748550728505592,1069
0.3930554151535034,0.00723533542085224,0.0009981870651245117,0.00010478831796849069,friedman_mse,zero,0.05,log_loss,3,log2,0,1,False,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'log2', 'random_state': 0, 'verbose': 1, 'warm_start': False}",-37.943396226415096,-23.50943396226415,-28.37735849056604,-29.92452830188679,-36.75471698113208,-30.62264150943396,-30.07547169811321,-24.50943396226415,-33.05769230769231,-41.73076923076923,-31.650544267053704,5.51132482349619,989,-3.981132075471698,-3.2452830188679247,-3.9622641509433962,-3.660377358490566,-3.9245283018867925,-3.5283018867924527,-3.8867924528301887,-3.452830188679245,-4.096153846153846,-4.653846153846154,-3.839150943396226,0.3748550728505592,1069
0.4580996513366699,0.011707885939765888,0.0011020898818969727,0.00011650963686848483,friedman_mse,zero,0.05,log_loss,3,0.1,0,1,True,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 0.1, 'random_state': 0, 'verbose': 1, 'warm_start': True}",-27.90566037735849,-29.62264150943396,-35.698113207547166,-31.39622641509434,-34.867924528301884,-36.886792452830186,-23.358490566037737,-22.92452830188679,-27.51923076923077,-35.88461538461539,-30.606422351233675,4.912724097156663,653,-3.7169811320754715,-3.69811320754717,-4.30188679245283,-3.7735849056603774,-3.660377358490566,-4.09433962264151,-3.169811320754717,-3.339622641509434,-3.6346153846153846,-3.9615384615384617,-3.7350870827285925,0.31565589127547183,645
0.4572794437408447,0.008141107045174883,0.0010425090789794923,0.0001404092820823167,friedman_mse,zero,0.05,log_loss,3,0.1,0,1,False,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 0.1, 'random_state': 0, 'verbose': 1, 'warm_start': False}",-27.90566037735849,-29.62264150943396,-35.698113207547166,-31.39622641509434,-34.867924528301884,-36.886792452830186,-23.358490566037737,-22.92452830188679,-27.51923076923077,-35.88461538461539,-30.606422351233675,4.912724097156663,653,-3.7169811320754715,-3.69811320754717,-4.30188679245283,-3.7735849056603774,-3.660377358490566,-4.09433962264151,-3.169811320754717,-3.339622641509434,-3.6346153846153846,-3.9615384615384617,-3.7350870827285925,0.31565589127547183,645
0.5127417325973511,0.009512236415392328,0.0009940624237060546,0.00012370010631737138,friedman_mse,zero,0.05,log_loss,3,0.2,0,1,True,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 0.2, 'random_state': 0, 'verbose': 1, 'warm_start': True}",-36.58490566037736,-31.79245283018868,-30.41509433962264,-27.150943396226417,-42.35849056603774,-37.79245283018868,-23.735849056603772,-21.81132075471698,-31.51923076923077,-35.34615384615385,-31.85068940493469,6.093035958319152,1029,-3.981132075471698,-3.8679245283018866,-4.0,-3.5660377358490565,-4.283018867924528,-4.320754716981132,-3.207547169811321,-3.3207547169811322,-3.7884615384615383,-3.923076923076923,-3.8258708272859216,0.3501311295392248,1029
0.5044278860092163,0.004142474845841805,0.0009894371032714844,0.0001147457870076016,friedman_mse,zero,0.05,log_loss,3,0.2,0,1,False,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 0.2, 'random_state': 0, 'verbose': 1, 'warm_start': False}",-36.58490566037736,-31.79245283018868,-30.41509433962264,-27.150943396226417,-42.35849056603774,-37.79245283018868,-23.735849056603772,-21.81132075471698,-31.51923076923077,-35.34615384615385,-31.85068940493469,6.093035958319152,1029,-3.981132075471698,-3.8679245283018866,-4.0,-3.5660377358490565,-4.283018867924528,-4.320754716981132,-3.207547169811321,-3.3207547169811322,-3.7884615384615383,-3.923076923076923,-3.8258708272859216,0.3501311295392248,1029
0.5574017524719238,0.0021031977116092986,0.0009189128875732421,1.3336445698862717e-05,friedman_mse,zero,0.05,log_loss,3,0.3,0,1,True,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 0.3, 'random_state': 0, 'verbose': 1, 'warm_start': True}",-29.339622641509433,-26.41509433962264,-36.094339622641506,-29.49056603773585,-42.0377358490566,-39.698113207547166,-28.943396226415093,-28.92452830188679,-32.90384615384615,-36.44230769230769,-33.02895500725689,5.001116343787521,1165,-3.6792452830188678,-3.4339622641509435,-4.2075471698113205,-3.6792452830188678,-4.339622641509434,-4.452830188679245,-3.6226415094339623,-3.5660377358490565,-3.7115384615384617,-3.9423076923076925,-3.863497822931785,0.334749628325763,1127
0.5674270391464233,0.005520948059615072,0.0009720802307128906,6.784689029704327e-05,friedman_mse,zero,0.05,log_loss,3,0.3,0,1,False,"{'criterion': 'friedman_mse', 'init': 'zero', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 0.3, 'random_state': 0, 'verbose': 1, 'warm_start': False}",-29.339622641509433,-26.41509433962264,-36.094339622641506,-29.49056603773585,-42.0377358490566,-39.698113207547166,-28.943396226415093,-28.92452830188679,-32.90384615384615,-36.44230769230769,-33.02895500725689,5.001116343787521,1165,-3.6792452830188678,-3.4339622641509435,-4.2075471698113205,-3.6792452830188678,-4.339622641509434,-4.452830188679245,-3.6226415094339623,-3.5660377358490565,-3.7115384615384617,-3.9423076923076925,-3.863497822931785,0.334749628325763,1127
